route_Id,station_Id
1214,129253
1214,108
1214,121121
1214,121122
1214,122973
1214,118
1214,121124
1214,122974
1214,199
1214,421
1214,121125
1214,121126
1214,281
1214,319
1214,121127
1214,323
1214,105570
1214,293
1214,121129
1214,105569
1214,291
1214,121130
1214,299
1214,122990
1214,112329
1214,122991
1214,112339
1214,827
1214,121132
1214,121133
1214,859
1214,143859
121,101285
121,1049
121,144606
121,101287
121,144605
121,144604
121,101288
121,101289
121,101291
121,101292
121,1043
121,102420
121,3044
121,101917
121,184
121,257
121,259
121,261
121,102420
121,1043
121,101292
121,101291
121,101289
121,101288
121,144605
121,101287
121,1049
121,101285
126,108930
126,105264
126,108928
126,108927
126,108926
126,108922
126,108830
126,108829
126,124579
126,105406
126,105403
126,1088
126,108917
126,108826
126,809
126,879
126,135735
126,124591
126,1041
126,124572
126,849
126,141973
126,134117
126,927
126,134118
126,857
126,108824
126,855
126,853
126,108498
126,134113
126,877
126,113478
126,851
126,134115
126,835
126,108823
126,853
126,855
126,108824
126,857
126,108825
126,933
126,101318
126,105513
126,135735
126,105391
126,809
126,108826
126,108827
126,108862
126,108917
126,1088
126,105402
126,105403
126,124579
126,108948
126,108829
126,108830
126,108926
126,105264
126,108930
127,123839
127,116544
127,123836
127,123835
127,134759
127,116557
127,116558
127,142235
127,1112
127,140203
127,140204
127,133654
127,142228
127,1106
127,139140
127,139139
127,1098
127,139137
127,139134
127,140210
127,1241
127,140211
127,827
127,140212
127,843
127,110798
127,145290
127,140213
127,111882
127,833
127,116572
127,837
127,133794
127,116573
127,855
127,133793
127,853
127,140256
127,119629
127,849
127,112432
127,140218
127,133790
127,140219
127,140220
127,138892
127,1231
127,133787
127,140221
127,1446
127,133786
127,133282
127,140223
127,133785
127,112439
127,1428
127,140224
127,133784
127,140225
127,133783
127,140226
127,133782
127,133566
127,1440
127,112443
127,1291
127,145275
127,1289
127,133781
127,116585
127,133780
127,140228
127,1015
127,133779
127,823
127,993
127,117904
127,993
127,823
127,133779
127,1015
127,133780
127,116585
127,140227
127,133781
127,145275
127,112443
127,133566
127,133782
127,133783
127,133784
127,140224
127,1428
127,140221
127,133787
127,1231
127,138892
127,140219
127,133790
127,140218
127,112432
127,849
127,829
127,119629
127,140256
127,133792
127,851
127,853
127,133793
127,855
127,116573
127,133794
127,111257
127,833
127,111882
127,140213
127,145290
127,110798
127,145291
127,843
127,140212
127,827
127,140210
127,139134
127,1111
127,140209
127,123860
127,1098
127,139139
127,139140
127,140206
127,1110
127,133803
127,142228
127,133654
127,140203
127,140201
127,142235
127,134759
127,116556
127,116555
127,116554
127,116552
12,102603
12,889
12,939
12,891
12,108522
12,102596
12,873
12,100538
12,865
12,863
12,110097
12,867
12,102594
12,823
12,142487
12,819
12,142484
12,829
12,102588
12,833
12,113478
12,877
12,102585
12,105563
12,921
12,1037
12,1074
12,102578
12,1305
12,102576
12,1462
12,102575
12,1301
12,104303
12,1460
12,102570
12,1318
12,875
12,135728
12,102566
12,102565
12,102565
12,1324
12,102566
12,1322
12,135728
12,831
12,875
12,102569
12,1318
12,102570
12,102572
12,1314
12,1460
12,104303
12,1301
12,102575
12,1462
12,102576
12,1305
12,102578
12,102580
12,1074
12,105561
12,1037
12,135726
12,879
12,921
12,105563
12,102585
12,877
12,113478
12,851
12,102587
12,833
12,102588
12,829
12,142484
12,142485
12,819
12,142487
12,823
12,102594
12,867
12,821
12,865
12,100538
12,873
12,102596
12,108522
12,891
12,937
12,102598
12,907
12,102599
12,763
12,102600
12,905
12,102601
12,102602
12,102603
1306,115190
1306,1119
1306,115191
1306,120884
1306,115192
1306,115193
1306,1115
1306,123596
1306,115195
1306,1111
1306,115196
1306,115197
1306,1109
1306,115198
1306,1107
1306,1099
1306,115199
1306,115200
1306,115201
1306,1105
1306,115202
1306,1133
1306,115204
1306,115205
1306,1169
1306,131757
1306,131758
1306,131759
1306,131760
1306,115210
1306,1065
1306,115165
1306,115212
1306,1059
1306,1057
1306,115212
1306,115211
1306,1065
1306,115165
1306,115210
1306,1085
1306,131760
1306,131759
1306,131758
1306,131757
1306,1169
1306,115205
1306,115204
1306,115203
1306,115202
1306,1105
1306,115200
1306,115199
1306,1101
1306,1107
1306,115198
1306,1109
1306,115197
1306,1111
1306,115195
1306,123596
1306,1115
1306,115193
1306,115192
1306,120884
1306,115191
1306,1119
1306,120886
1306,120887
1306,1127
130,133279
130,1027
130,122567
130,122568
130,122569
130,132260
130,122571
130,122572
130,122573
130,1066
130,122574
130,122575
130,122578
130,122582
130,1064
130,122583
130,122587
130,122588
130,122589
130,1201
130,122591
130,104757
130,122592
130,1539
130,873
130,103911
130,1535
130,122594
130,1525
130,103861
130,1523
130,103860
130,1504
130,109564
130,2005
130,103856
130,1295
130,109565
130,109566
130,1500
130,109566
130,109565
130,1295
130,103856
130,109564
130,103860
130,1523
130,103861
130,1525
130,122594
130,1535
130,124360
130,873
130,103867
130,1539
130,122592
130,104757
130,929
130,122591
130,1201
130,122590
130,122588
130,122587
130,122585
130,122584
130,122582
130,122581
130,122580
130,132215
130,122577
130,122576
130,122575
130,122574
130,1066
130,122573
130,122572
130,122571
130,132260
130,122569
130,122568
130,122567
130,1027
134,111239
134,111237
134,111235
134,111234
134,111233
134,111232
134,111231
134,111230
134,111229
134,111228
134,1082
134,111227
134,111226
134,843
134,111225
134,111224
134,841
134,837
134,108805
134,108773
134,140830
134,835
134,111255
134,140792
134,111256
134,833
134,111257
134,140214
134,116572
134,133794
134,116573
134,855
134,133793
134,853
134,851
134,133792
134,140256
134,119629
134,119629
134,140256
134,133792
134,853
134,133793
134,116573
134,133794
134,837
134,116572
134,111257
134,833
134,111256
134,140792
134,111255
134,140830
134,108773
134,837
134,111224
134,111225
134,843
134,111227
134,1082
134,111228
134,111229
134,111230
134,111231
134,111232
134,111233
134,111235
134,111237
135,115664
135,134583
135,115667
135,134584
135,1087
135,1081
135,119038
135,1083
135,144898
135,1077
135,144799
135,1075
135,119041
135,119042
135,115658
135,118933
135,771
135,103538
135,45
135,213
135,113241
135,107262
135,122995
135,122994
135,107256
135,144804
135,419
135,423
135,112331
135,114219
135,112331
135,423
135,419
135,144804
135,511
135,107256
135,509
135,122994
135,107262
135,113241
135,45
135,215
135,217
135,118926
135,115984
135,119042
135,119041
135,1077
135,144898
135,1079
135,1083
135,134584
135,115667
135,134583
135,134582
135,115664
136,100541
136,867
136,821
136,819
136,112339
136,122991
136,112329
136,122990
136,112330
136,375
136,122989
136,102521
136,511
136,107256
136,509
136,122994
136,122995
136,102523
136,113241
136,45
136,215
136,2584
136,771
136,118933
136,115984
136,119044
136,107254
136,839
136,107249
136,107248
136,827
136,107454
136,107246
136,107246
136,107454
136,107248
136,107249
136,819
136,119044
136,118933
136,793
136,115967
136,103538
136,116002
136,45
136,213
136,113241
136,102523
136,122994
136,509
136,511
136,102521
136,122989
136,375
136,112330
136,299
136,122991
136,112339
136,843
136,821
136,867
136,100541
139,114004
139,1073
139,1075
139,1071
139,113783
139,1069
139,137915
139,137914
139,114002
139,1065
139,114001
139,137910
139,1063
139,137909
139,137908
139,1061
139,2009
139,2011
139,135630
139,113653
139,2007
139,1089
139,795
139,118933
139,793
139,217
139,45
139,213
139,113241
139,107262
139,102523
139,122994
139,509
139,107256
139,511
139,102521
139,122989
139,375
139,112330
139,299
139,122990
139,112329
139,122991
139,100541
139,821
139,867
139,113996
139,100541
139,867
139,843
139,112339
139,112329
139,299
139,112330
139,375
139,122989
139,102521
139,511
139,107256
139,509
139,122994
139,113241
139,215
139,2584
139,771
139,118933
139,118926
139,115984
139,1089
139,113653
139,2011
139,2009
139,1061
139,137908
139,137909
139,1063
139,114001
139,142137
139,1065
139,114002
139,137915
139,137916
139,1069
139,1071
13,102675
13,135411
13,991
13,102673
13,981
13,102699
13,102672
13,102701
13,102671
13,937
13,106593
13,102670
13,895
13,102669
13,885
13,820
13,102668
13,901
13,102667
13,943
13,947
13,949
13,102666
13,102665
13,102708
13,102663
13,102662
13,829
13,1035
13,136732
13,107373
13,102661
13,102660
13,108288
13,1057
13,108289
13,1059
13,102657
13,108290
13,1062
13,105645
13,102655
13,102654
13,1297
13,102653
13,145071
13,108389
13,136913
13,102651
13,102650
13,1466
13,1308
13,102649
13,1310
13,102648
13,1312
13,1332
13,135732
13,869
13,106127
13,1330
13,102645
13,823
13,102643
13,1211
13,102642
13,102640
13,829
13,1326
13,1326
13,102640
13,102642
13,1211
13,102643
13,102645
13,1330
13,106127
13,869
13,135732
13,1332
13,1312
13,102648
13,1310
13,102649
13,1308
13,1466
13,102650
13,102651
13,136913
13,108389
13,145071
13,102653
13,1297
13,102654
13,102655
13,105645
13,1062
13,108290
13,102657
13,108289
13,1057
13,108288
13,925
13,102660
13,102661
13,136732
13,829
13,102662
13,102663
13,102708
13,102665
13,102666
13,949
13,911
13,943
13,102667
13,901
13,102668
13,820
13,885
13,102669
13,895
13,102670
13,106593
13,891
13,937
13,102671
13,102701
13,102672
13,102699
13,981
13,102673
13,991
13,102674
142,115810
142,116037
142,116036
142,116032
142,116024
142,116021
142,115822
142,1165
142,1163
142,116003
142,116085
142,115970
142,114480
142,115991
142,115987
142,114607
142,115984
142,115983
142,115978
142,791
142,103532
142,771
142,221
142,115955
142,103536
142,103538
142,116002
142,101760
142,28
142,32
142,115999
142,47
142,122888
142,129052
142,130034
142,115950
142,112332
142,114099
142,129050
142,113416
142,122971
142,115948
142,129047
142,115780
142,124
142,100370
142,122
142,114106
142,114107
142,207
142,108444
142,311
142,313
142,421
142,423
142,112331
142,115941
142,112331
142,114219
142,313
142,311
142,108444
142,207
142,193
142,114107
142,114106
142,122
142,100370
142,124
142,115780
142,129047
142,115948
142,129048
142,122971
142,113416
142,129050
142,114099
142,112332
142,115950
142,38
142,40
142,130034
142,129052
142,122888
142,47
142,45
142,34
142,103541
142,115999
142,32
142,28
142,101760
142,116002
142,217
142,103538
142,115955
142,221
142,103534
142,115967
142,771
142,791
142,116115
142,115981
142,115983
142,115984
142,114607
142,115987
142,115991
142,115997
142,115970
142,116003
142,1163
142,115822
142,116021
142,116024
142,115630
142,116032
142,116036
142,116037
142,115810
146,821
146,100782
146,135411
146,102674
146,102675
146,985
146,117750
146,983
146,1604
146,363
146,184
146,174
146,129042
146,101919
146,129040
146,176
146,101920
146,129039
146,101921
146,253
146,811
146,101922
146,100792
146,255
146,101924
146,265
146,100796
146,100797
146,100798
146,139333
146,100799
146,769
146,139336
146,100801
146,765
146,100802
146,813
146,100804
146,134905
146,100805
146,815
146,100806
146,1051
146,129466
146,100808
146,100809
146,100808
146,129466
146,1051
146,100806
146,815
146,100805
146,813
146,100802
146,765
146,767
146,139336
146,769
146,100800
146,100799
146,139333
146,100797
146,100795
146,507
146,265
146,100767
146,101924
146,255
146,100792
146,101922
146,811
146,253
146,101921
146,178
146,101920
146,102417
146,176
146,129040
146,101919
146,129042
146,184
146,249
146,363
146,1604
146,389
146,117750
146,985
146,102675
146,102674
146,135411
146,100782
146,993
146,823
146,117904
146,134930
146,140230
150,108789
150,117552
150,1084
150,136145
150,117548
150,117547
150,117545
150,111227
150,111226
150,843
150,111224
150,841
150,837
150,108805
150,140830
150,111255
150,111256
150,833
150,111257
150,140214
150,116572
150,116573
150,133793
150,853
150,851
150,133285
150,111387
150,827
150,111685
150,108763
150,117528
150,111487
150,144870
150,117527
150,1494
150,1418
150,133562
150,1418
150,1492
150,117526
150,1494
150,111122
150,117527
150,144870
150,117528
150,1233
150,108763
150,847
150,827
150,108764
150,849
150,133285
150,851
150,853
150,133793
150,855
150,116573
150,133794
150,837
150,111257
150,833
150,111256
150,111255
150,140830
150,108805
150,837
150,841
150,111224
150,111225
150,843
150,111226
150,111227
150,117547
150,117548
150,136145
150,1084
1518,117228
1518,117229
1518,117230
1518,117232
1518,108862
1518,108827
1518,108826
1518,809
1518,839
1518,105513
1518,101318
1518,933
1518,117951
1518,124671
1518,117951
1518,933
1518,101318
1518,135735
1518,809
1518,108826
1518,108827
1518,117235
1518,108862
1518,117232
1518,117231
1518,117230
1518,117229
151,108790
151,1086
151,108789
151,117552
151,108786
151,2966
151,108785
151,108784
151,139847
151,843
151,111225
151,111224
151,837
151,108773
151,140830
151,835
151,111255
151,140792
151,111256
151,833
151,111257
151,140214
151,116572
151,837
151,133794
151,116573
151,853
151,851
151,133285
151,108764
151,111387
151,827
151,111685
151,108763
151,1233
151,133323
151,823
151,144872
151,1492
151,133288
151,1418
151,133288
151,1492
151,144872
151,823
151,133323
151,1233
151,847
151,111685
151,827
151,111387
151,849
151,851
151,853
151,133793
151,855
151,116573
151,133794
151,116572
151,111257
151,833
151,111256
151,140792
151,835
151,837
151,841
151,111224
151,111225
151,843
151,139847
151,108784
151,2965
151,117551
151,117552
151,108789
152,1053
152,102021
152,1051
152,1047
152,121085
152,1049
152,102026
152,102031
152,1139
152,101763
152,101757
152,1157
152,101755
152,101754
152,1155
152,101747
152,1039
152,102474
152,101744
152,1145
152,1143
152,101933
152,672
152,668
152,660
152,644
152,501
152,265
152,101924
152,255
152,100792
152,101922
152,811
152,253
152,178
152,129039
152,129039
152,178
152,101921
152,253
152,811
152,101922
152,100792
152,265
152,101925
152,501
152,101732
152,101927
152,650
152,101928
152,664
152,668
152,101930
152,672
152,101931
152,101740
152,101742
152,1143
152,1145
152,1039
152,101754
152,101755
152,101756
152,101761
152,101765
152,1137
152,1139
152,102033
152,102032
152,102029
152,102028
152,102027
152,102026
152,102024
152,1049
152,1043
152,121085
152,1047
152,102021
152,102020
152,1053
1530,107472
1530,841
1530,107303
1530,107470
1530,833
1530,107469
1530,831
1530,107468
1530,829
1530,107467
1530,827
1530,107466
1530,107465
1530,107314
1530,107463
1530,831
1530,107462
1530,107333
1530,107461
1530,107459
1530,107458
1530,107456
1530,107455
1530,107454
1530,107246
1530,835
1530,833
1530,107333
1530,831
1530,107463
1530,107314
1530,107309
1530,107465
1530,827
1530,107467
1530,829
1530,831
1530,107469
1530,833
1530,107303
1530,841
1532,117065
1532,117064
1532,1091
1532,117063
1532,117062
1532,117061
1532,117060
1532,925
1532,117059
1532,117058
1532,117057
1532,117056
1532,117055
1532,117052
1532,117051
1532,117050
1532,133348
1532,117048
1532,117046
1532,117045
1532,117044
1532,119629
1532,140256
1532,133792
1532,851
1532,853
1532,133793
1532,855
1532,855
1532,133793
1532,851
1532,133792
1532,119629
1532,117044
1532,117045
1532,117046
1532,117047
1532,133348
1532,117052
1532,117054
1532,117056
1532,117057
1532,117059
1532,925
1532,117063
1532,1091
1532,117064
1532,117065
157,131603
157,113944
157,131601
157,109595
157,1088
157,108791
157,108790
157,1086
157,108789
157,117552
157,117551
157,2966
157,957
157,2964
157,2967
157,835
157,111255
157,833
157,111257
157,116572
157,837
157,133794
157,116573
157,855
157,853
157,851
157,133792
157,140256
157,119629
157,849
157,112432
157,133790
157,140219
157,133789
157,140220
157,138892
157,131594
157,131593
157,1448
157,104165
157,1444
157,131562
157,1418
157,1442
157,131562
157,1444
157,104165
157,1448
157,131593
157,131594
157,138892
157,140220
157,133789
157,849
157,829
157,140256
157,133792
157,853
157,133793
157,116573
157,133794
157,837
157,116572
157,140214
157,833
157,111256
157,111255
157,955
157,108786
157,1084
157,117551
157,108789
157,1086
157,108790
157,108791
157,1088
157,109595
157,109598
157,113947
157,113944
158,1087
158,137191
158,118289
158,1179
158,117916
158,1053
158,1177
158,118292
158,134045
158,118293
158,1060
158,118294
158,137949
158,134055
158,1157
158,117911
158,1155
158,134034
158,112779
158,112778
158,1141
158,112777
158,1124
158,145299
158,112775
158,145294
158,1239
158,831
158,144879
158,1237
158,1567
158,112422
158,1235
158,139203
158,139125
158,139123
158,1185
158,139121
158,139120
158,144681
158,139118
158,1261
158,1183
158,139115
158,139110
158,1436
158,1285
158,144672
158,1287
158,139108
158,139107
158,1013
158,139106
158,1015
158,823
158,993
158,117904
158,993
158,823
158,133779
158,1015
158,139106
158,1013
158,139107
158,113172
158,139108
158,1287
158,144672
158,1285
158,1436
158,139111
158,144695
158,1432
158,144676
158,117907
158,139115
158,144679
158,1261
158,144681
158,139121
158,139122
158,1185
158,139123
158,1416
158,139203
158,1235
158,1567
158,117909
158,1237
158,144879
158,831
158,119645
158,1239
158,138256
158,139131
158,845
158,112773
158,145294
158,1113
158,112775
158,145297
158,112777
158,1141
158,112779
158,1155
158,117911
158,1157
158,137949
158,118294
158,1060
158,118293
158,1177
158,118291
158,1053
158,117916
158,1179
158,118289
158,137191
158,1087
1628,137903
1628,113760
1628,137905
1628,137906
1628,1061
1628,137908
1628,137909
1628,1063
1628,137910
1628,114001
1628,142137
1628,1065
1628,114002
1628,137915
1628,137916
1628,1069
1628,113783
1628,1071
1628,137894
1628,137895
1628,137896
1628,137897
1628,137898
1628,137899
1628,1081
169,108278
169,957
169,959
169,120011
169,965
169,143668
169,967
169,961
169,973
169,117743
169,977
169,979
169,103138
169,981
169,102673
169,991
169,102674
169,102675
169,117750
169,389
169,361
169,359
169,101917
169,174
169,129042
169,101919
169,129040
169,129039
169,102152
169,102151
169,166
169,121812
169,102150
169,73
169,138
169,102246
169,102247
169,102248
169,102249
169,102250
169,77
169,102251
169,102252
169,102253
169,102254
169,102255
169,102257
169,142188
169,1037
169,138671
169,1039
169,120418
169,145839
169,121646
169,1041
169,1043
169,138668
169,138668
169,1041
169,145839
169,1039
169,138671
169,142188
169,817
169,102257
169,102256
169,102255
169,102254
169,102253
169,102251
169,154
169,102250
169,152
169,102249
169,142
169,102247
169,102246
169,146
169,73
169,102150
169,121812
169,166
169,102151
169,102152
169,129039
169,178
169,102417
169,176
169,101919
169,129042
169,174
169,184
169,3205
169,249
169,1604
169,361
169,983
169,117750
169,985
169,102675
169,135411
169,100782
169,821
169,993
169,823
169,117904
169,140230
169,134930
169,108277
169,975
169,971
169,969
169,819
16,124671
16,117951
16,933
16,1047
16,140441
16,118563
16,135726
16,118562
16,102660
16,102661
16,136732
16,1035
16,118559
16,827
16,118582
16,1027
16,118583
16,118585
16,951
16,118548
16,821
16,1291
16,112443
16,1440
16,133782
16,133783
16,118546
16,118545
16,1450
16,104478
16,118542
16,1221
16,1219
16,118541
16,118541
16,1219
16,1221
16,118542
16,104478
16,1450
16,118544
16,118545
16,118546
16,133783
16,140226
16,133566
16,1440
16,112443
16,1291
16,118548
16,951
16,118549
16,118550
16,118586
16,1293
16,118585
16,1025
16,118555
16,118583
16,1027
16,1029
16,118558
16,118559
16,134006
16,136732
16,107373
16,925
16,118562
16,140441
16,1047
16,933
16,117218
16,117951
170,100541
170,867
170,821
170,865
170,871
170,341
170,117790
170,347
170,108071
170,349
170,127506
170,363
170,117753
170,393
170,391
170,1605
170,117757
170,100530
170,108079
170,395
170,107125
170,117034
170,100528
170,120763
170,1093
170,261
170,100526
170,507
170,100795
170,505
170,100796
170,100798
170,139333
170,100799
170,100800
170,769
170,139336
170,767
170,100801
170,765
170,100802
170,813
170,117284
170,100452
170,138672
170,139339
170,138673
170,817
170,100452
170,117284
170,813
170,100802
170,139336
170,100800
170,100799
170,139333
170,100797
170,100796
170,100795
170,507
170,265
170,100526
170,261
170,1093
170,429
170,100528
170,107125
170,395
170,373
170,117753
170,363
170,127506
170,349
170,347
170,100535
170,351
170,100536
170,110095
170,116902
170,873
170,100538
170,865
170,110097
170,867
170,100541
171,111256
171,833
171,111257
171,140214
171,837
171,116573
171,133793
171,853
171,851
171,140256
171,829
171,849
171,827
171,111685
171,1233
171,823
171,141556
171,1235
171,141557
171,141558
171,1488
171,141559
171,1486
171,141570
171,111371
171,1350
171,135219
171,1281
171,113183
171,113182
171,1273
171,135218
171,1259
171,111341
171,134083
171,1263
171,1265
171,1430
171,110881
171,1283
171,110883
171,1023
171,102673
171,981
171,102699
171,102672
171,102701
171,102671
171,937
171,891
171,108522
171,873
171,100538
171,865
171,110096
171,869
171,821
171,843
171,100541
171,100541
171,867
171,821
171,865
171,100538
171,108522
171,937
171,102671
171,102701
171,102672
171,981
171,102673
171,144669
171,1011
171,144670
171,1023
171,110883
171,1283
171,110902
171,1430
171,1265
171,122216
171,122182
171,134083
171,1253
171,1259
171,135218
171,136268
171,1273
171,113182
171,1277
171,1281
171,1350
171,111371
171,1472
171,141570
171,141525
171,141560
171,1486
171,141527
171,1488
171,141558
171,141337
171,141557
171,141556
171,823
171,133323
171,108763
171,111685
171,827
171,849
171,829
171,140256
171,133792
171,853
171,133793
171,855
171,116573
171,133794
171,116572
171,111257
171,833
171,111256
176,145308
176,1133
176,145307
176,145306
176,145305
176,1135
176,1137
176,145304
176,145303
176,145302
176,110967
176,1124
176,145300
176,145299
176,145297
176,112775
176,140211
176,827
176,140212
176,843
176,110798
176,832
176,145290
176,111882
176,833
176,111257
176,140214
176,116572
176,133794
176,116573
176,133793
176,851
176,829
176,849
176,112432
176,140218
176,133790
176,133789
176,1231
176,133787
176,140221
176,1446
176,133786
176,133282
176,140223
176,133785
176,112439
176,1428
176,133784
176,133783
176,133782
176,133566
176,1440
176,112443
176,145275
176,133781
